last_name,first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Meyers, Jake,676694,2023,264,165,0.231,0.217,0.014,0.385,0.36,0.025,0.308,0.296,0.012
Kirk, Alejandro,672386,2023,264,205,0.256,0.252,0.004,0.359,0.383,-0.024,0.31,0.318,-0.008
Grichuk, Randal,545341,2023,263,190,0.308,0.278,0.0299999999999999,0.496,0.444,0.0519999999999999,0.368,0.34,0.0279999999999999
Flores, Wilmer,527038,2023,263,199,0.3,0.254,0.0459999999999999,0.532,0.424,0.108,0.376,0.323,0.0529999999999999
McCormick, Chas,676801,2023,262,160,0.285,0.243,0.0419999999999999,0.526,0.467,0.059,0.384,0.349,0.035
Mancini, Trey,641820,2023,261,160,0.235,0.213,0.0219999999999999,0.338,0.325,0.013,0.28,0.27,0.01
Pasquantino, Vinnie,686469,2023,260,201,0.247,0.279,-0.032,0.437,0.449,-0.012,0.328,0.35,-0.0219999999999999
Haase, Eric,606992,2023,259,172,0.197,0.217,-0.0199999999999999,0.275,0.313,-0.0379999999999999,0.227,0.255,-0.0279999999999999
Alvarez, Yordan,670541,2023,259,161,0.286,0.278,0.0079999999999999,0.594,0.591,0.003,0.415,0.417,-0.002
Margot, Manuel,622534,2023,258,195,0.254,0.25,0.004,0.364,0.351,0.013,0.294,0.297,-0.003
Kirilloff, Alex,666135,2023,258,158,0.27,0.257,0.013,0.442,0.409,0.033,0.348,0.334,0.0139999999999999
Walker, Jordan,691023,2023,257,177,0.268,0.264,0.004,0.426,0.42,0.006,0.331,0.328,0.003
Gomes, Yan,543228,2023,256,192,0.278,0.248,0.03,0.449,0.394,0.0549999999999999,0.328,0.312,0.016
McCarthy, Jake,664983,2023,256,178,0.256,0.247,0.009,0.352,0.339,0.0129999999999999,0.305,0.299,0.006
Siri, Jose,642350,2023,254,149,0.226,0.218,0.008,0.523,0.459,0.064,0.33,0.307,0.023
Gurriel, Yuli,493329,2023,254,203,0.268,0.243,0.025,0.386,0.327,0.059,0.308,0.282,0.026
Andrus, Elvis,462101,2023,254,186,0.208,0.234,-0.026,0.279,0.306,-0.0269999999999999,0.255,0.279,-0.024
Morel, Christopher,666624,2023,253,150,0.282,0.252,0.0299999999999999,0.542,0.483,0.059,0.376,0.345,0.031
Pederson, Joc,592626,2023,252,157,0.245,0.266,-0.021,0.462,0.507,-0.0449999999999999,0.359,0.386,-0.027
Sabol, Blake,666165,2023,252,145,0.252,0.209,0.043,0.43,0.385,0.0449999999999999,0.318,0.288,0.03
Díaz, Aledmys,649557,2023,252,186,0.209,0.222,-0.013,0.283,0.306,-0.023,0.243,0.263,-0.02
Thaiss, Matt,642136,2023,249,145,0.234,0.24,-0.0059999999999999,0.349,0.404,-0.055,0.315,0.34,-0.025
Wisdom, Patrick,621550,2023,247,125,0.195,0.218,-0.0229999999999999,0.488,0.495,-0.007,0.332,0.346,-0.0139999999999999
Moreno, Gabriel,672515,2023,244,173,0.27,0.253,0.017,0.36,0.368,-0.008,0.296,0.301,-0.005
Bleday, JJ,668709,2023,243,152,0.212,0.205,0.007,0.384,0.345,0.039,0.316,0.303,0.013
Ibáñez, Andy,628451,2023,243,187,0.241,0.263,-0.022,0.414,0.457,-0.043,0.296,0.324,-0.028
Blackmon, Charlie,453568,2023,242,181,0.265,0.258,0.007,0.422,0.406,0.0159999999999999,0.336,0.334,0.002
Heyward, Jason,518792,2023,241,159,0.245,0.229,0.0159999999999999,0.461,0.386,0.075,0.346,0.318,0.0279999999999999
Kiner-Falefa, Isiah,643396,2023,240,178,0.257,0.26,-0.003,0.374,0.367,0.007,0.306,0.307,-0.001
Senzel, Nick,669222,2023,239,163,0.23,0.249,-0.0189999999999999,0.38,0.37,0.01,0.301,0.308,-0.007
Bae, Ji Hwan,678225,2023,239,161,0.238,0.221,0.0169999999999999,0.308,0.297,0.011,0.274,0.265,0.009
Neto, Zach,687263,2023,238,164,0.251,0.25,0.001,0.427,0.44,-0.013,0.328,0.334,-0.006
Sánchez, Jesús,660821,2023,238,154,0.257,0.276,-0.019,0.468,0.495,-0.0269999999999999,0.337,0.357,-0.0199999999999999
Vázquez, Christian,543877,2023,237,163,0.224,0.234,-0.01,0.308,0.334,-0.026,0.268,0.284,-0.0159999999999999
Laureano, Ramón,657656,2023,237,146,0.22,0.22,0.0,0.376,0.361,0.015,0.288,0.285,0.003
Moustakas, Mike,519058,2023,236,151,0.267,0.227,0.04,0.438,0.399,0.0389999999999999,0.333,0.305,0.028
Burleson, Alec,676475,2023,234,190,0.239,0.269,-0.03,0.394,0.431,-0.0369999999999999,0.298,0.326,-0.028
Farmer, Kyle,571657,2023,234,154,0.259,0.263,-0.004,0.401,0.429,-0.0279999999999999,0.315,0.328,-0.013
Jansen, Danny,643376,2023,234,164,0.228,0.22,0.008,0.479,0.41,0.069,0.327,0.3,0.027
Doyle, Brenton,686668,2023,234,132,0.198,0.204,-0.0059999999999999,0.335,0.364,-0.0289999999999999,0.26,0.277,-0.017
Carlson, Dylan,666185,2023,232,154,0.23,0.241,-0.0109999999999999,0.345,0.393,-0.048,0.303,0.328,-0.025
Bethancourt, Christian,542194,2023,231,162,0.219,0.217,0.002,0.374,0.385,-0.011,0.267,0.272,-0.005
Carpenter, Kerry,681481,2023,230,155,0.258,0.261,-0.003,0.464,0.475,-0.0109999999999999,0.337,0.346,-0.0089999999999999
Newman, Kevin,621028,2023,228,180,0.262,0.276,-0.014,0.381,0.378,0.003,0.305,0.316,-0.011
Hicks, Aaron,543305,2023,228,146,0.23,0.204,0.026,0.375,0.309,0.066,0.308,0.278,0.0299999999999999
Urshela, Gio,570482,2023,228,181,0.299,0.255,0.0439999999999999,0.374,0.355,0.019,0.308,0.288,0.02
Thomas, Alek,677950,2023,227,163,0.242,0.254,-0.012,0.414,0.379,0.0349999999999999,0.296,0.293,0.003
Diaz, Yainer,673237,2023,227,178,0.265,0.278,-0.013,0.507,0.566,-0.0589999999999999,0.329,0.361,-0.0319999999999999
Taylor, Chris,621035,2023,227,131,0.214,0.216,-0.002,0.442,0.437,0.005,0.308,0.31,-0.002
Crawford, Brandon,543063,2023,227,148,0.212,0.216,-0.004,0.335,0.361,-0.0259999999999999,0.275,0.287,-0.0119999999999999
Rogers, Jake,668670,2023,226,127,0.215,0.24,-0.0249999999999999,0.44,0.472,-0.0319999999999999,0.318,0.345,-0.0269999999999999
Stanton, Giancarlo,519317,2023,226,150,0.202,0.225,-0.0229999999999999,0.443,0.492,-0.0489999999999999,0.304,0.337,-0.033
Fortes, Nick,663743,2023,226,169,0.214,0.23,-0.016,0.29,0.349,-0.059,0.247,0.276,-0.029
Vogelbach, Daniel,596129,2023,225,140,0.226,0.218,0.008,0.369,0.363,0.006,0.31,0.306,0.004
Cron, C.J.,543068,2023,224,160,0.26,0.273,-0.013,0.476,0.511,-0.035,0.332,0.356,-0.0239999999999999
Sheets, Gavin,657757,2023,224,161,0.215,0.216,-0.001,0.355,0.36,-0.005,0.281,0.284,-0.0029999999999999
Castro, Harold,605612,2023,224,165,0.27,0.248,0.022,0.34,0.355,-0.0149999999999999,0.273,0.271,0.002
Castro, Rodolfo,666801,2023,224,136,0.228,0.197,0.031,0.355,0.342,0.0129999999999999,0.299,0.282,0.017
Judge, Aaron,592450,2023,222,120,0.298,0.308,-0.01,0.685,0.78,-0.0949999999999999,0.448,0.486,-0.0379999999999999
Cabrera, Miguel,408234,2023,222,153,0.251,0.237,0.014,0.328,0.334,-0.006,0.298,0.298,0.0
Marcano, Tucupita,672779,2023,220,172,0.233,0.246,-0.0129999999999999,0.356,0.37,-0.014,0.276,0.293,-0.0169999999999999
Tauchman, Mike,643565,2023,218,144,0.269,0.267,0.002,0.403,0.402,0.001,0.34,0.342,-0.002
Wendle, Joey,621563,2023,217,157,0.25,0.234,0.0159999999999999,0.35,0.326,0.0239999999999999,0.28,0.269,0.011
Brown, Seth,664913,2023,217,130,0.207,0.223,-0.016,0.404,0.462,-0.0579999999999999,0.301,0.33,-0.029
Smith, Pavin,656976,2023,217,141,0.19,0.227,-0.037,0.332,0.397,-0.065,0.291,0.329,-0.038
Rojas, Josh,668942,2023,216,144,0.228,0.218,0.01,0.296,0.306,-0.01,0.264,0.269,-0.005
Wong, Kolten,543939,2023,216,150,0.165,0.21,-0.0449999999999999,0.227,0.284,-0.0569999999999999,0.217,0.261,-0.044
Baddoo, Akil,668731,2023,216,139,0.209,0.212,-0.003,0.332,0.343,-0.011,0.284,0.293,-0.009
Rivera, Emmanuel,656896,2023,215,158,0.291,0.276,0.0149999999999999,0.412,0.41,0.002,0.325,0.322,0.003
Cabrera, Oswaldo,665828,2023,215,152,0.205,0.205,0.0,0.308,0.306,0.002,0.253,0.255,-0.002
Schmitt, Casey,669477,2023,214,149,0.208,0.231,-0.023,0.294,0.33,-0.036,0.248,0.277,-0.029
Julien, Edouard,666397,2023,211,119,0.298,0.24,0.0579999999999999,0.536,0.466,0.07,0.393,0.348,0.045
Bader, Harrison,664056,2023,210,168,0.26,0.248,0.012,0.423,0.399,0.0239999999999999,0.303,0.299,0.004
Garrett, Stone,656448,2023,210,120,0.261,0.235,0.026,0.435,0.399,0.0359999999999999,0.334,0.315,0.019
Sosa, Edmundo,624641,2023,207,149,0.25,0.234,0.0159999999999999,0.418,0.371,0.0469999999999999,0.299,0.276,0.0229999999999999
Carpenter, Matt,572761,2023,207,112,0.166,0.166,0.0,0.302,0.331,-0.029,0.273,0.298,-0.0249999999999999
Moniak, Mickey,666160,2023,206,133,0.321,0.267,0.0539999999999999,0.582,0.509,0.0729999999999999,0.396,0.347,0.049
Escobar, Eduardo,500871,2023,206,147,0.237,0.228,0.0089999999999999,0.368,0.324,0.0439999999999999,0.283,0.267,0.0159999999999999
Caballero, José,676609,2023,204,125,0.228,0.209,0.019,0.329,0.302,0.027,0.313,0.302,0.011
Jankowski, Travis,608671,2023,203,148,0.309,0.27,0.0389999999999999,0.394,0.325,0.069,0.353,0.316,0.0369999999999999
De La Cruz, Elly,682829,2023,202,124,0.277,0.262,0.015,0.473,0.41,0.063,0.336,0.311,0.025
Bailey, Patrick,672275,2023,201,136,0.254,0.274,-0.02,0.413,0.473,-0.06,0.301,0.339,-0.038
Arroyo, Christian,624414,2023,199,147,0.245,0.232,0.0129999999999999,0.372,0.343,0.0289999999999999,0.278,0.271,0.007
Winker, Jesse,608385,2023,197,116,0.199,0.201,-0.002,0.247,0.291,-0.0439999999999999,0.27,0.286,-0.0159999999999999
O'Hearn, Ryan,656811,2023,197,140,0.304,0.263,0.0409999999999999,0.525,0.496,0.029,0.367,0.346,0.021
Jeffers, Ryan,680777,2023,191,110,0.281,0.228,0.053,0.438,0.388,0.0499999999999999,0.364,0.326,0.0379999999999999
Lopez, Nicky,670032,2023,190,134,0.212,0.22,-0.008,0.281,0.276,0.005,0.281,0.283,-0.0019999999999999
Larnach, Trevor,663616,2023,188,97,0.216,0.218,-0.002,0.401,0.431,-0.0299999999999999,0.31,0.326,-0.016
Fairchild, Stuart,656413,2023,187,110,0.236,0.213,0.0229999999999999,0.401,0.379,0.022,0.325,0.31,0.015
Hedges, Austin,595978,2023,187,134,0.18,0.21,-0.03,0.23,0.281,-0.051,0.213,0.253,-0.04
Jones, Nolan,666134,2023,185,103,0.273,0.242,0.031,0.485,0.476,0.009,0.359,0.344,0.015
Rendon, Anthony,543685,2023,183,125,0.236,0.263,-0.027,0.318,0.388,-0.07,0.312,0.358,-0.0459999999999999
Benson, Will,666181,2023,183,103,0.274,0.225,0.049,0.51,0.405,0.1049999999999999,0.381,0.328,0.0529999999999999
Chisholm Jr., Jazz,665862,2023,183,112,0.246,0.226,0.0199999999999999,0.443,0.441,0.002,0.321,0.316,0.005
Higashioka, Kyle,543309,2023,183,122,0.229,0.234,-0.005,0.382,0.442,-0.06,0.277,0.305,-0.0279999999999999
Refsnyder, Rob,608701,2023,183,116,0.272,0.278,-0.006,0.344,0.399,-0.055,0.335,0.355,-0.0199999999999999
Isbel, Kyle,664728,2023,182,139,0.23,0.244,-0.0139999999999999,0.391,0.373,0.018,0.282,0.284,-0.002
Sánchez, Gary,596142,2023,180,121,0.212,0.234,-0.022,0.475,0.466,0.0089999999999999,0.324,0.337,-0.013
Waters, Drew,671221,2023,180,101,0.236,0.23,0.0059999999999999,0.37,0.419,-0.0489999999999999,0.291,0.31,-0.019
Longoria, Evan,446334,2023,178,104,0.237,0.249,-0.012,0.5,0.515,-0.015,0.339,0.355,-0.0159999999999999
Arias, Gabriel,672356,2023,177,98,0.195,0.202,-0.007,0.312,0.346,-0.0339999999999999,0.278,0.293,-0.0149999999999999
Madrigal, Nick,663611,2023,174,145,0.278,0.27,0.008,0.367,0.332,0.0349999999999999,0.311,0.296,0.015
Duvall, Adam,594807,2023,173,103,0.261,0.232,0.0289999999999999,0.542,0.467,0.075,0.364,0.328,0.0359999999999999
Biggio, Cavan,624415,2023,171,103,0.216,0.213,0.003,0.386,0.398,-0.012,0.301,0.306,-0.005
Zavala, Seby,664874,2023,171,96,0.154,0.178,-0.0239999999999999,0.288,0.298,-0.01,0.218,0.237,-0.0189999999999999
Allen, Nick,669397,2023,169,128,0.182,0.21,-0.0279999999999999,0.221,0.275,-0.054,0.205,0.243,-0.038
Bauers, Jake,641343,2023,169,98,0.23,0.263,-0.033,0.48,0.568,-0.0879999999999999,0.338,0.386,-0.0479999999999999
Stallings, Jacob,607732,2023,169,106,0.205,0.191,0.0139999999999999,0.274,0.293,-0.0189999999999999,0.261,0.262,-0.001
Trevino, Jose,624431,2023,168,136,0.21,0.245,-0.035,0.312,0.343,-0.031,0.253,0.282,-0.0289999999999999
Moncada, Yoán,660162,2023,168,114,0.229,0.225,0.004,0.35,0.331,0.0189999999999999,0.273,0.266,0.007
Short, Zack,670097,2023,167,110,0.22,0.224,-0.004,0.36,0.402,-0.042,0.288,0.31,-0.022
d'Arnaud, Travis,518595,2023,163,111,0.265,0.257,0.008,0.497,0.501,-0.004,0.354,0.357,-0.003
Espinal, Santiago,669289,2023,162,126,0.233,0.234,-0.001,0.322,0.314,0.008,0.282,0.28,0.0019999999999999
Haniger, Mitch,571745,2023,160,107,0.23,0.266,-0.036,0.372,0.463,-0.091,0.285,0.336,-0.051
Mejía, Francisco,642336,2023,160,115,0.227,0.203,0.0239999999999999,0.4,0.311,0.089,0.281,0.241,0.04
Altuve, Jose,514888,2023,159,108,0.277,0.25,0.027,0.504,0.427,0.077,0.376,0.342,0.0339999999999999
Tapia, Raimel,606132,2023,158,102,0.23,0.227,0.003,0.338,0.345,-0.0069999999999999,0.288,0.301,-0.013
Odor, Rougned,596059,2023,157,101,0.21,0.239,-0.0289999999999999,0.37,0.382,-0.012,0.3,0.318,-0.018
Hampson, Garrett,641658,2023,156,100,0.275,0.248,0.027,0.384,0.339,0.0449999999999999,0.324,0.299,0.025
Nola, Austin,543592,2023,154,103,0.146,0.195,-0.049,0.192,0.252,-0.06,0.22,0.261,-0.041
Ahmed, Nick,605113,2023,153,108,0.228,0.22,0.008,0.331,0.322,0.009,0.263,0.258,0.005
Cruz, Nelson,443558,2023,152,98,0.245,0.24,0.005,0.399,0.414,-0.0149999999999999,0.292,0.297,-0.005
Caratini, Victor,605170,2023,152,99,0.25,0.248,0.002,0.371,0.379,-0.008,0.319,0.322,-0.003
Miranda, Jose,669304,2023,152,118,0.211,0.238,-0.0269999999999999,0.303,0.334,-0.031,0.252,0.277,-0.025
Schoop, Jonathan,570731,2023,151,101,0.213,0.23,-0.017,0.272,0.334,-0.062,0.249,0.281,-0.032
Colás, Oscar,693049,2023,150,102,0.216,0.214,0.002,0.266,0.295,-0.0289999999999999,0.233,0.245,-0.0119999999999999
Trejo, Alan,676701,2023,150,106,0.248,0.245,0.003,0.34,0.34,0.0,0.272,0.274,-0.002
Calhoun, Willie,641432,2023,149,115,0.239,0.258,-0.019,0.403,0.365,0.038,0.308,0.304,0.004
Barrero, Jose,676480,2023,149,90,0.218,0.217,0.001,0.323,0.318,0.005,0.277,0.276,0.001
Clemens, Kody,665019,2023,148,99,0.23,0.222,0.008,0.367,0.343,0.0239999999999999,0.281,0.27,0.011
Smith, Josh H.,669701,2023,146,83,0.217,0.21,0.007,0.35,0.391,-0.041,0.319,0.331,-0.012
Davis, Henry,680779,2023,144,97,0.238,0.26,-0.022,0.381,0.41,-0.0289999999999999,0.316,0.337,-0.021
Dickerson, Corey,572816,2023,144,112,0.248,0.254,-0.006,0.336,0.369,-0.0329999999999999,0.269,0.284,-0.0149999999999999
Polanco, Jorge,593871,2023,141,100,0.242,0.263,-0.021,0.432,0.515,-0.083,0.311,0.353,-0.0419999999999999
Myers, Wil,571976,2023,141,81,0.189,0.189,0.0,0.283,0.299,-0.016,0.243,0.251,-0.008
Pérez, Carlos,542208,2023,140,101,0.232,0.255,-0.0229999999999999,0.384,0.39,-0.006,0.294,0.31,-0.016
O'Neill, Tyler,641933,2023,140,84,0.254,0.26,-0.006,0.365,0.438,-0.073,0.309,0.338,-0.029
Villar, David,681584,2023,140,80,0.145,0.207,-0.062,0.315,0.402,-0.087,0.245,0.305,-0.06
Zunino, Mike,572287,2023,140,63,0.177,0.158,0.0189999999999999,0.306,0.274,0.0319999999999999,0.261,0.243,0.018
Diaz, Jordan,672478,2023,139,100,0.252,0.249,0.003,0.412,0.407,0.005,0.302,0.303,-0.001
Knizner, Andrew,668800,2023,139,97,0.246,0.231,0.0149999999999999,0.47,0.435,0.0349999999999999,0.313,0.294,0.019
Ford, Mike,645801,2023,139,78,0.238,0.209,0.0289999999999999,0.54,0.423,0.117,0.354,0.304,0.0499999999999999
Pollock, AJ,572041,2023,138,99,0.173,0.204,-0.031,0.323,0.349,-0.0259999999999999,0.238,0.267,-0.029
Fermin, Freddy,666023,2023,137,98,0.299,0.28,0.0189999999999999,0.504,0.487,0.017,0.364,0.351,0.013
Duffy, Matt,622110,2023,137,100,0.264,0.27,-0.006,0.336,0.352,-0.0159999999999999,0.294,0.304,-0.01
Matos, Luis,682641,2023,137,112,0.264,0.287,-0.0229999999999999,0.352,0.404,-0.052,0.301,0.332,-0.031
Murphy, Tom,608596,2023,135,87,0.285,0.269,0.0159999999999999,0.577,0.548,0.0289999999999999,0.378,0.373,0.005
Garver, Mitch,641598,2023,135,81,0.252,0.235,0.017,0.429,0.46,-0.031,0.337,0.34,-0.003
McCann, James,543510,2023,133,96,0.195,0.25,-0.0549999999999999,0.333,0.421,-0.0879999999999999,0.244,0.304,-0.06
Perkins, Blake,663368,2023,132,77,0.212,0.188,0.0239999999999999,0.301,0.276,0.0249999999999999,0.283,0.265,0.0179999999999999
Wisely, Brett,689172,2023,131,82,0.175,0.182,-0.007,0.267,0.299,-0.0319999999999999,0.222,0.242,-0.0199999999999999
Wallach, Chad,595453,2023,126,70,0.196,0.215,-0.0189999999999999,0.375,0.399,-0.024,0.285,0.302,-0.017
Robles, Victor,645302,2023,126,93,0.299,0.265,0.0339999999999999,0.364,0.349,0.015,0.339,0.321,0.018
Votto, Joey,458015,2023,126,73,0.194,0.208,-0.0139999999999999,0.481,0.455,0.0259999999999999,0.34,0.338,0.002
Barnes, Austin,605131,2023,125,83,0.116,0.186,-0.0699999999999999,0.134,0.278,-0.144,0.165,0.25,-0.0849999999999999
Monasterio, Andruw,655316,2023,123,83,0.294,0.252,0.0419999999999999,0.394,0.358,0.036,0.342,0.311,0.031
Slater, Austin,596103,2023,123,79,0.288,0.243,0.0449999999999999,0.45,0.462,-0.012,0.353,0.337,0.0159999999999999
Pillar, Kevin,607680,2023,121,87,0.243,0.259,-0.016,0.461,0.436,0.025,0.31,0.311,-0.001
Montero, Elehuris,660707,2023,121,69,0.209,0.177,0.032,0.348,0.241,0.1069999999999999,0.247,0.203,0.0439999999999999
Donaldson, Josh,518626,2023,120,76,0.142,0.217,-0.075,0.434,0.538,-0.104,0.277,0.349,-0.0719999999999999
Delay, Jason,641511,2023,118,77,0.26,0.226,0.034,0.375,0.332,0.0429999999999999,0.31,0.283,0.027
Palacios, Josh,641943,2023,117,95,0.252,0.281,-0.029,0.396,0.405,-0.009,0.294,0.313,-0.019
Maile, Luke,571912,2023,116,78,0.241,0.235,0.006,0.426,0.441,-0.015,0.31,0.314,-0.004
Vargas, Ildemaro,545121,2023,116,103,0.266,0.286,-0.0199999999999999,0.394,0.408,-0.0139999999999999,0.304,0.321,-0.017
McGuire, Reese,624512,2023,116,75,0.267,0.179,0.088,0.352,0.231,0.1209999999999999,0.294,0.211,0.0829999999999999
Barnhart, Tucker,571466,2023,116,65,0.206,0.177,0.0289999999999999,0.265,0.231,0.034,0.257,0.24,0.017
Aguilar, Jesús,542583,2023,115,74,0.221,0.184,0.037,0.385,0.313,0.072,0.282,0.244,0.0379999999999999
Harrison, Josh,543281,2023,114,85,0.204,0.229,-0.025,0.291,0.32,-0.029,0.249,0.278,-0.029
Gallagher, Cam,595956,2023,114,75,0.139,0.165,-0.0259999999999999,0.185,0.225,-0.04,0.163,0.19,-0.0269999999999999
Guillorme, Luis,641645,2023,114,76,0.238,0.193,0.0449999999999999,0.347,0.257,0.0899999999999999,0.284,0.237,0.0469999999999999
Bradley Jr., Jackie,598265,2023,113,77,0.133,0.183,-0.0499999999999999,0.21,0.313,-0.103,0.181,0.242,-0.061
Mastrobuoni, Miles,670156,2023,113,75,0.212,0.234,-0.022,0.273,0.33,-0.0569999999999999,0.263,0.292,-0.0289999999999999
Gonzales, Nick,693304,2023,109,71,0.222,0.206,0.016,0.364,0.325,0.0389999999999999,0.278,0.263,0.015
Triolo, Jared,669707,2023,104,63,0.266,0.234,0.032,0.287,0.297,-0.01,0.28,0.27,0.01
Davis, Jonathan,641505,2023,104,65,0.244,0.25,-0.006,0.378,0.35,0.028,0.299,0.296,0.003
Fletcher, Dominic,666150,2023,102,73,0.301,0.22,0.0809999999999999,0.441,0.325,0.1159999999999999,0.34,0.263,0.077
Smith, Kevin,675656,2023,102,65,0.191,0.188,0.003,0.33,0.342,-0.012,0.236,0.24,-0.004
Amaya, Miguel,665804,2023,101,59,0.253,0.267,-0.014,0.373,0.447,-0.074,0.337,0.373,-0.0359999999999999
Valdez, Enmanuel,665839,2023,101,67,0.234,0.187,0.047,0.404,0.348,0.056,0.296,0.255,0.0409999999999999
McKinney, Billy,641856,2023,101,65,0.244,0.243,0.001,0.467,0.482,-0.0149999999999999,0.339,0.345,-0.0059999999999999
Adams, Riley,656180,2023,100,66,0.304,0.212,0.092,0.565,0.36,0.2049999999999999,0.388,0.276,0.1119999999999999
Remillard, Zach,621545,2023,100,63,0.292,0.258,0.0339999999999999,0.382,0.315,0.067,0.325,0.287,0.038
Hosmer, Eric,543333,2023,100,69,0.234,0.203,0.031,0.33,0.309,0.021,0.27,0.249,0.021
Mervis, Matt,670223,2023,99,58,0.167,0.234,-0.067,0.289,0.424,-0.135,0.239,0.318,-0.079
Lewis, Royce,668904,2023,99,67,0.326,0.243,0.083,0.474,0.381,0.0929999999999999,0.358,0.285,0.073
Gonzalez, Romy,663853,2023,97,59,0.194,0.216,-0.0219999999999999,0.376,0.401,-0.025,0.245,0.281,-0.036
Casali, Curt,592200,2023,96,60,0.175,0.204,-0.0289999999999999,0.2,0.281,-0.081,0.239,0.278,-0.039
Taylor, Tyrone,621438,2023,96,70,0.161,0.231,-0.07,0.258,0.369,-0.1109999999999999,0.188,0.267,-0.079
Chang, Yu,644374,2023,94,59,0.161,0.211,-0.0499999999999999,0.356,0.354,0.002,0.242,0.268,-0.026
Gordon, Nick,624503,2023,93,81,0.176,0.247,-0.071,0.319,0.428,-0.1089999999999999,0.213,0.292,-0.0789999999999999
Freeman, Tyler,671289,2023,93,72,0.293,0.277,0.0159999999999999,0.366,0.361,0.005,0.319,0.312,0.007
Cave, Jake,595909,2023,92,61,0.226,0.189,0.037,0.333,0.351,-0.0179999999999999,0.272,0.27,0.002
McKenna, Ryan,663630,2023,92,58,0.268,0.231,0.037,0.402,0.333,0.069,0.317,0.279,0.0379999999999999
Dozier, Hunter,641531,2023,91,54,0.183,0.183,0.0,0.305,0.285,0.02,0.247,0.244,0.003
Alberto, Hanser,593643,2023,90,72,0.22,0.235,-0.0149999999999999,0.39,0.339,0.0509999999999999,0.28,0.27,0.01
Naylor, Bo,666310,2023,86,55,0.212,0.23,-0.018,0.4,0.387,0.013,0.289,0.293,-0.004
Dixon, Brandon,641525,2023,86,50,0.203,0.189,0.014,0.329,0.305,0.024,0.25,0.242,0.008
Bart, Joey,663698,2023,84,57,0.231,0.194,0.037,0.295,0.281,0.0139999999999999,0.262,0.241,0.021
Gonzalez, Oscar,660757,2023,83,63,0.2,0.247,-0.0469999999999999,0.287,0.356,-0.069,0.226,0.276,-0.05
Marisnick, Jake,545350,2023,83,57,0.237,0.229,0.0079999999999999,0.408,0.372,0.0359999999999999,0.295,0.281,0.0139999999999999
Westburg, Jordan,676059,2023,81,54,0.253,0.256,-0.003,0.413,0.349,0.064,0.313,0.294,0.019
García, Avisaíl,541645,2023,80,50,0.205,0.243,-0.038,0.37,0.459,-0.089,0.272,0.324,-0.0519999999999999
Fry, David,681807,2023,80,50,0.284,0.263,0.0209999999999999,0.486,0.464,0.0219999999999999,0.355,0.338,0.0169999999999999
Daza, Yonathan,602074,2023,80,63,0.27,0.229,0.041,0.351,0.304,0.0469999999999999,0.287,0.253,0.0339999999999999
Herrera, Jose,645444,2023,79,50,0.227,0.212,0.015,0.288,0.263,0.0249999999999999,0.27,0.262,0.008
Brosseau, Mike,670712,2023,78,53,0.205,0.196,0.0089999999999999,0.397,0.348,0.049,0.282,0.261,0.0209999999999999
Reyes, Pablo,622569,2023,73,59,0.299,0.272,0.0269999999999999,0.358,0.395,-0.037,0.304,0.308,-0.004
Grissom, Vaughn,687093,2023,70,53,0.277,0.26,0.017,0.308,0.359,-0.0509999999999999,0.278,0.292,-0.0139999999999999
Sosa, Lenyn,672820,2023,70,53,0.132,0.211,-0.0789999999999999,0.221,0.348,-0.1269999999999999,0.158,0.247,-0.089
